investor,investor_email,sebi_reg_no,aif_category,investor_city,startup_name,domain,round,amount_usd,headquarters,date
Mohit Kumar (Ultrahuman),,,,,Mysa,Unified Finance - FinTech SaaS,Seed Round,2800000.0,Bengaluru,
Naiyaa Saagi (MyGlamm),,,,,Mysa,Unified Finance - FinTech SaaS,Seed Round,2800000.0,Bengaluru,
Nitin Gupta (Uni),,,,,Mysa,Unified Finance - FinTech SaaS,Seed Round,2800000.0,Bengaluru,
Juvo Ventures,,,,,Eduvanz,Education Loan - FinTech,Bridge Funding Round,25.52,Mumbai,
Capria Fund,,,,,Eduvanz,Education Loan - FinTech,Bridge Funding Round,25.52,Mumbai,
Unitus Ventures,,,,,Eduvanz,Education Loan - FinTech,Bridge Funding Round,25.52,Mumbai,
DSP,,,,,ArthAlpha,Investment Tech - Wealthtech,Seed Round,2000000.0,Bengaluru,
Wealth Managers,ronak@11hadvisors.com,IN/AIF3/23-24/1391,Category III,Ahmedabad,ArthAlpha,Investment Tech - Wealthtech,Seed Round,2000000.0,Bengaluru,
Callapina Capital,,,,,The Energy Company,EV Battery Solutions,Pre-Series A,2000000.0,Bengaluru,
Z21 Ventures,,,,,The Energy Company,EV Battery Solutions,Pre-Series A,2000000.0,Bengaluru,
other investors,,,,,The Energy Company,EV Battery Solutions,Pre-Series A,2000000.0,Bengaluru,
AngelList Quant Fund,,,,,Future AGI,AI Infrastructure,Pre-Seed Round,1600000.0,Bengaluru,
Saka Ventures,,,,,Future AGI,AI Infrastructure,Pre-Seed Round,1600000.0,Bengaluru,
Swadharma Source Ventures,,,,,Future AGI,AI Infrastructure,Pre-Seed Round,1600000.0,Bengaluru,
30+ industry stalwarts,,,,,Future AGI,AI Infrastructure,Pre-Seed Round,1600000.0,Bengaluru,
Cedar IBSI Capital,,,,,Cogniquest,Intelligent Document Processing - SaaS AI,Seed Round,1200000.0,Bengaluru,
Dexter Venture,,,,,Cogniquest,Intelligent Document Processing - SaaS AI,Seed Round,1200000.0,Bengaluru,
AngelList,,,,,Cogniquest,Intelligent Document Processing - SaaS AI,Seed Round,1200000.0,Bengaluru,
Congniphy US,,,,,Cogniquest,Intelligent Document Processing - SaaS AI,Seed Round,1200000.0,Bengaluru,
Japanese Investors,,,,,Raincheck Earth Co.,Alcoholic Beverage - D2C,Pre-Series A,1200000.0,Delhi,
AngelList India Syndicate,,,,,Raincheck Earth Co.,Alcoholic Beverage - D2C,Pre-Series A,1200000.0,Delhi,
Sujeet Kumar,,,,,GoRally,Pickleball Chain - Sports,Pre-Seed Round,6.6,Bengaluru,
Mohit Kumar,,,,,GoRally,Pickleball Chain - Sports,Pre-Seed Round,6.6,Bengaluru,
Vatsal Singhal,,,,,GoRally,Pickleball Chain - Sports,Pre-Seed Round,6.6,Bengaluru,
Viren Singhvi,,,,,GoRally,Pickleball Chain - Sports,Pre-Seed Round,6.6,Bengaluru,
Kartik Kapoor,,,,,GoRally,Pickleball Chain - Sports,Pre-Seed Round,6.6,Bengaluru,
Deepak Singh,,,,,GoRally,Pickleball Chain - Sports,Pre-Seed Round,6.6,Bengaluru,
Arjun Vaidya,,,,,GoRally,Pickleball Chain - Sports,Pre-Seed Round,6.6,Bengaluru,
Rainmatter (Nithin Kamath),,,,,StepOut,Sports Tech - Performance Analysis,Seed Round,500000.0,Bengaluru,
IndigoEdge,,,,,StepOut,Sports Tech - Performance Analysis,Seed Round,500000.0,Bengaluru,
Marwah Sports Group,,,,,StepOut,Sports Tech - Performance Analysis,Seed Round,500000.0,Bengaluru,
Misfits Capital,,,,,StepOut,Sports Tech - Performance Analysis,Seed Round,500000.0,Bengaluru,
Bluebridge Capital Private Limited,,,,,LegUp,Caregiving Tech - Family & Wellness,Pre-Seed Round,2.0,Washington,
Angel Investors from tea,,,,,Croft Beverages,Sustainable Tea - AgriTech D2C,Pre-Seed Round,125000.0,Coimbatore,
sustainability,,,,,Croft Beverages,Sustainable Tea - AgriTech D2C,Pre-Seed Round,125000.0,Coimbatore,
IT,,,,,Croft Beverages,Sustainable Tea - AgriTech D2C,Pre-Seed Round,125000.0,Coimbatore,
biotech sectors,,,,,Croft Beverages,Sustainable Tea - AgriTech D2C,Pre-Seed Round,125000.0,Coimbatore,
Flipkart (Parent Company),,,,,Myntra,E-commerce - Fashion,Capital Infusion,81000000.0,Bengaluru,
family office of Sriharsha Majety (Swiggy),,,,,Captain Fresh,Seafood Supply Chain,Pre-IPO Funding Round,250.0,Bengaluru,
Sid Khanna,,,,,Captain Fresh,Seafood Supply Chain,Pre-IPO Funding Round,250.0,Bengaluru,
Sunjay Kapur,,,,,Captain Fresh,Seafood Supply Chain,Pre-IPO Funding Round,250.0,Bengaluru,
Shivalik Prints,,,,,Captain Fresh,Seafood Supply Chain,Pre-IPO Funding Round,250.0,Bengaluru,
Jump Capital,,,,,TrueFoundry,AI Deployment & Scaling,Series A,19000000.0,Bengaluru,
Mohit Aron,,,,,TrueFoundry,AI Deployment & Scaling,Series A,19000000.0,Bengaluru,
Cyan Banister,,,,,TrueFoundry,AI Deployment & Scaling,Series A,19000000.0,Bengaluru,
Fortune 1000 executives,,,,,TrueFoundry,AI Deployment & Scaling,Series A,19000000.0,Bengaluru,
12 Flags Consumer Holdings,,,,,HairOriginals,D2C Hair Extensions & Wigs,Series A,43.5,Gurugram,
Peyush Bansal (Lenskart),,,,,HairOriginals,D2C Hair Extensions & Wigs,Series A,43.5,Gurugram,
Mirabilis Investment Trust,,,,,Nua,Women’s Wellness & Hygiene,Pre-Series C,35.0,Mumbai,
Samir Singh (Colgate Palmolive),,,,,Nua,Women’s Wellness & Hygiene,Pre-Series C,35.0,Mumbai,
Shuchi Kothari (DSP Family Office),,,,,Nua,Women’s Wellness & Hygiene,Pre-Series C,35.0,Mumbai,
Indus Way Emerging Market Fund,,,,,Scentials,D2C Wellness,Debt & Equity,34.6,Mumbai,
TIW Private Equity,Meetali.Mistry@iiflw.com,IN/AIF3/12-13/0016,Category III,Mumbai,Scentials,D2C Wellness,Debt & Equity,34.6,Mumbai,
Shark Tank founders,,,,,Mealawe,Foodtech,Funding Round,1000000.0,Pune,
FDI,,,,,Mealawe,Foodtech,Funding Round,1000000.0,Pune,
angel investors from Goldman Sachs,,,,,Mealawe,Foodtech,Funding Round,1000000.0,Pune,
Oracle,,,,,Mealawe,Foodtech,Funding Round,1000000.0,Pune,
McDonald's India (North & East) Promoter Anant Agarwal,,,,,Fitspire,Health & Nutrition,Bridge Round (Pre-Series A),1000000.0,Delhi,
MM Agrawal Group (MMG),,,,,Fitspire,Health & Nutrition,Bridge Round (Pre-Series A),1000000.0,Delhi,
AKG financials,,,,,Fitspire,Health & Nutrition,Bridge Round (Pre-Series A),1000000.0,Delhi,
Upsparks Capital,,,,,Quicklend,Secured Lending,Pre-Seed Round,6.75,Bengaluru,
GrowX,,,,,Quicklend,Secured Lending,Pre-Seed Round,6.75,Bengaluru,
strategic angel investors,,,,,Quicklend,Secured Lending,Pre-Seed Round,6.75,Bengaluru,
Amplify,,,,,Babynama,Digital Pediatric Care,Seed Round,700000.0,New Delhi,
Abhishek Gupta (Fashinza),,,,,Babynama,Digital Pediatric Care,Seed Round,700000.0,New Delhi,
Ankit Gupta (Bicycle Health),,,,,Babynama,Digital Pediatric Care,Seed Round,700000.0,New Delhi,
Akshay Saxena (Avanti),,,,,Babynama,Digital Pediatric Care,Seed Round,700000.0,New Delhi,
Dhruv Dhanraj Bahl (Ex-BharatPe),,,,,Babynama,Digital Pediatric Care,Seed Round,700000.0,New Delhi,
YourNest Venture Capital (YourNest-SanchiConnect Velocity Program 2024),,,,,Presage Insights,IoT & AI Predictive Maintenance,Seed Round,5.6,Faridabad,
IAN Angel Fund,ashutosh.naik@iiflw.com,IN/AIF3/16-17/0286,Category III,Mumbai,PlaySuper,Gaming Commerce,Seed Round,500000.0,Gurugram,
100X.VC,,,,,PlaySuper,Gaming Commerce,Seed Round,500000.0,Gurugram,
angel investors (Uday Sodhi,,,,,PlaySuper,Gaming Commerce,Seed Round,500000.0,Gurugram,
KRS Jamwal,,,,,PlaySuper,Gaming Commerce,Seed Round,500000.0,Gurugram,
Pratham Mittal,,,,,PlaySuper,Gaming Commerce,Seed Round,500000.0,Gurugram,
Rajit Bhattacharya,,,,,PlaySuper,Gaming Commerce,Seed Round,500000.0,Gurugram,
Ankit Das),,,,,PlaySuper,Gaming Commerce,Seed Round,500000.0,Gurugram,
Vikas Gautam,,,,,Origamis AI,GenAI Startup,Seed Round,500000.0,Bengaluru,
Naveen Agarwal,,,,,Origamis AI,GenAI Startup,Seed Round,500000.0,Bengaluru,
Emergent Ventures,,,,,Astra Security,Cybersecurity,Funding Round,2700000.0,New Delhi,
The Neon Fund,,,,,Astra Security,Cybersecurity,Funding Round,2700000.0,New Delhi,
PointOne Capital,,,,,Astra Security,Cybersecurity,Funding Round,2700000.0,New Delhi,
Persol Group (Asia-Pacific HR Services Provider),,,,,Vahan.ai,AI Hiring Platform,Strategic Investment,,Bengaluru,
Angel Round (Launched by Priyanka Gill,,,,,COLUXE,Lab-grown Diamonds - LGD Brand,Angel Round,,New Delhi,
Venture Partner at Kalaari Capital,,,,,COLUXE,Lab-grown Diamonds - LGD Brand,Angel Round,,New Delhi,
Co-founder of Good Glamm Group),,,,,COLUXE,Lab-grown Diamonds - LGD Brand,Angel Round,,New Delhi,
Mars Growth Global,,,,,Meesho,E-commerce,Funding Round,500.0,Bengaluru,
Apis Growth Markets Fund III,,,,,Leap,EdTech - Student Mobility,Primary and Secondary Equity,65000000.0,Bengaluru,
Apis Global Growth Fund III,,,,,Leap,EdTech - Student Mobility,Primary and Secondary Equity,65000000.0,Bengaluru,
Battery Ventures,,,,,Atomicwork,B2B SaaS,Series A,25000000.0,Bengaluru,
March Capital,,,,,SuperOps,IT Management SaaS,Series C,25000000.0,Chennai,
Lee Fixel’s Addition,,,,,SuperOps,IT Management SaaS,Series C,25000000.0,Chennai,
Mankind Pharma,,,,,Innov8,Coworking,Primary Funding Round,110.0,New Delhi,
Gauri Khan,,,,,Innov8,Coworking,Primary Funding Round,110.0,New Delhi,
Rupa Group,,,,,Innov8,Coworking,Primary Funding Round,110.0,New Delhi,
Jagruti Dalmia,,,,,Innov8,Coworking,Primary Funding Round,110.0,New Delhi,
InvAscent (India Life Sciences Fund IV),,,,,Geri Care Health Services,Senior Healthcare,Funding Round,110.0,Chennai,
Evolvence India,,,,,Emiza,Logistics,Series C,100.0,Mumbai,
EM Impact Capital (UK-based impact investment firm),,,,,VoltUp,EV Infrastructure,Seed Round,8000000.0,Pune,
Apollo Fund,,,,,Astrome Technologies,Telecom - E-band Solutions,Funding Round,10000000.0,Bengaluru,
Advantedge VC,,,,,Ambak,FinTech,Seed & Pre-Series A,7000000.0,Gurugram,
BLinC Invest,,,,,Bizloan,NBFC - SME Lending,Series A,35.0,Gurugram,
Client Associates Alternate Fund (CAAF),,,,,Salad Days,D2C Food,Series A,30.0,Gurugram,
Bluestone,,,,,CHK,D2C Footwear,Funding Round,2500000.0,Bengaluru,
Panthera Peak Capital,,,,,MetaShot,Gaming - Console,Equity & Debt,11.0,Bengaluru,
Nihir Parikh,,,,,Sammmm,Teen Self-care Brand,Seed Round,10.0,Mumbai,
Sachin Parikh,,,,,Sammmm,Teen Self-care Brand,Seed Round,10.0,Mumbai,
Shantanu & Nikhil Mehra,,,,,Sammmm,Teen Self-care Brand,Seed Round,10.0,Mumbai,
Ultra HNIs,,,,,Origin Fresh,Fresh Produce D2C,Pre-Seed Round,1000000.0,Bengaluru,
Concept Communications,,,,,ThinkMetal,Deeptech - Manufacturing,Pre-Series A,800000.0,Chennai,
Sanchi Connect,,,,,ThinkMetal,Deeptech - Manufacturing,Pre-Series A,800000.0,Chennai,
along with D2C founders Ghazal Alagh (founder,,,,,Dressfolk,D2C Handloom Clothing,Funding Round,,New Delhi,
Mamaearth),,,,,Dressfolk,D2C Handloom Clothing,Funding Round,,New Delhi,
Dhruv Koli (founder,,,,,Dressfolk,D2C Handloom Clothing,Funding Round,,New Delhi,
Boba Bhai),,,,,Dressfolk,D2C Handloom Clothing,Funding Round,,New Delhi,
with participation from Nobody Ventures,,,,,Dressfolk,D2C Handloom Clothing,Funding Round,,New Delhi,
Eagle Wings Ventures,,,,,Dressfolk,D2C Handloom Clothing,Funding Round,,New Delhi,
Axana Estates LLP,,,,,Nazara Technologies,Gaming & Media,Funding Round,495.0,Mumbai,
Walden Catalyst Ventures,,,,,Ati Motors,Industrial Robotics,Series B,20000000.0,Bengaluru,
NGP Capital,,,,,Ati Motors,Industrial Robotics,Series B,20000000.0,Bengaluru,
True Ventures,,,,,Ati Motors,Industrial Robotics,Series B,20000000.0,Bengaluru,
Mukul Agrawal (Param Capital),,,,,Aris Infra Solutions,Tech-enabled Procurement,Pre-IPO Round,80.0,Mumbai,
BOLD (L’Oréal’s VC Fund),,,,,Deconstruct,D2C Skincare,Funding Round,65.0,Bengaluru,
Kotak Securities,,,,,VuNet Systems,Business Observability,Series B,60.0,Bengaluru,
TVS Capital Funds,,,,,VuNet Systems,Business Observability,Series B,60.0,Bengaluru,
Amal N Parikh,,,,,Medusa Beverages,Beer Manufacturing,Series A,56.0,Delhi,
Ashwin Kedia,,,,,Medusa Beverages,Beer Manufacturing,Series A,56.0,Delhi,
Ramesh Damani,,,,,Medusa Beverages,Beer Manufacturing,Series A,56.0,Delhi,
Nikhil Garg,,,,,Medusa Beverages,Beer Manufacturing,Series A,56.0,Delhi,
Crest Opportunities,,IN/AIF1/17-18/0321,Category I,,Medusa Beverages,Beer Manufacturing,Series A,56.0,Delhi,
HNIs (Singapore,,,,,Medusa Beverages,Beer Manufacturing,Series A,56.0,Delhi,
UK,,,,,Medusa Beverages,Beer Manufacturing,Series A,56.0,Delhi,
UAE),,,,,Medusa Beverages,Beer Manufacturing,Series A,56.0,Delhi,
Vidit Aatrey,,,,,Snabbit,Quick Service App,Series A,5500000.0,Bengaluru,
Sanjeev Barnwal,,,,,Snabbit,Quick Service App,Series A,5500000.0,Bengaluru,
Niraj Singh,,,,,Snabbit,Quick Service App,Series A,5500000.0,Bengaluru,
10x Founders Fund,,,,,Landeed,Property Title Search Engine,Series X,5000000.0,Hyderabad,
Paradigm Shift,,,,,Landeed,Property Title Search Engine,Series X,5000000.0,Hyderabad,
Pioneer Fund,,,,,Landeed,Property Title Search Engine,Series X,5000000.0,Hyderabad,
Brand Capital,,,,,KisanKonnect,D2C Food Brand,Series A,4500000.0,Mumbai,
Shilpa Shetty,,,,,KisanKonnect,D2C Food Brand,Series A,4500000.0,Mumbai,
VC-Grid,,,,,KisanKonnect,D2C Food Brand,Series A,4500000.0,Mumbai,
Vishwang Desai,,,,,KisanKonnect,D2C Food Brand,Series A,4500000.0,Mumbai,
Arka Venture Labs,,,,,Pipeshift,AI Infrastructure,Seed Round,2500000.0,San Francisco,
Good News Ventures,,,,,Pipeshift,AI Infrastructure,Seed Round,2500000.0,San Francisco,
OTP Ventures,,,,,Zeelab Pharmacy,Healthcare,Maiden Funding Round,2400000.0,Delhi,
angels including Abhishek Goyal,,,,,ProcureYard,B2B Raw Materials,Seed Round,1720000.0,Haryana,
Sunil Singhania Family Office,,,,,Workie,Office Space Management,Equity Round,13.0,Indore,
NAV Capital,,,,,Workie,Office Space Management,Equity Round,13.0,Indore,
Raman Roy,,,,,Workie,Office Space Management,Equity Round,13.0,Indore,
Audacity Venture Capital,,,,,Postudio,Post-Production SaaS,Pre-Seed Round,1000000.0,Mumbai,
Endurance Capital,,,,,Chelvies Coffee,Coffee & Dining Brand,Pre-Series A,1000000.0,Noida,
angels such as Nikita Gupta,,,,,Krvvy,D2C Lingerie & Shapewear,Pre-Seed Round,6.1,Noida,
Emmanuel Suraj,,,,,Krvvy,D2C Lingerie & Shapewear,Pre-Seed Round,6.1,Noida,
Samir Kalia,,,,,Prantae Solutions,Deep Tech,Seed Round,5.0,Bhubaneswar,
Deepank Kumar,,,,,Prantae Solutions,Deep Tech,Seed Round,5.0,Bhubaneswar,
Nitin Zamre,,,,,Prantae Solutions,Deep Tech,Seed Round,5.0,Bhubaneswar,
Dishit Nathwani,,,,,JoySpoon,Mouth Freshener,Seed Round,56.0,Ahmedabad,
Prateek Toshniwal,,,,,JoySpoon,Mouth Freshener,Seed Round,56.0,Ahmedabad,
Quadria Capital,,,,,Aragen,Contract R&D and Manufacturing,Investment Round,100000000.0,Hyderabad,
Point72 Private Investments,Meetali.Mistry@iiflw.com,IN/AIF3/12-13/0016,Category III,Mumbai,Netradyne,AI & Edge Computing SaaS,Series D,90000000.0,Bengaluru,
Pavilion Capital,,,,,Netradyne,AI & Edge Computing SaaS,Series D,90000000.0,Bengaluru,
Rights Issue,,,,,WeWork India,Flexible Workspace,Rights Issue,500.0,Bengaluru,
Kose Corporation,,,,,Foxtale,D2C Skincare,Funding Round,30000000.0,Mumbai,
Z47 (Matrix Partners India),,,,,Foxtale,D2C Skincare,Funding Round,30000000.0,Mumbai,
Panthera Growth Partners,Info@1000x.co.in,IN/AIF2/25-26/1983,Category II,Kolkata,Foxtale,D2C Skincare,Funding Round,30000000.0,Mumbai,
responsAbility Investments AG,,,,,Ecozen,Climate-Focused Deeptech,Debt Round,23000000.0,Pune,
Northern Arc Capital Limited,,,,,Ecozen,Climate-Focused Deeptech,Debt Round,23000000.0,Pune,
Maanaveeya Development & Finance Private Limited,,,,,Ecozen,Climate-Focused Deeptech,Debt Round,23000000.0,Pune,
Prominent HNIs,,,,,MicroMitti,PropTech,Funding Round,90.0,Indore,
and business leaders,,,,,MicroMitti,PropTech,Funding Round,90.0,Indore,
Argor Capital,,,,,Skor Technologies,Credit & Financial Services,Pre-Series A,6200000.0,Bengaluru,
Digital Currency Group,,,,,Skor Technologies,Credit & Financial Services,Pre-Series A,6200000.0,Bengaluru,
Pradeep Dadha,,,,,AstroSure.ai,Astro-Tech,Seed Round,6000000.0,Chennai,
Mirabilis Investment,,,,,Emiza Supply Chain Services,Logistics & Warehousing,Funding Round,50.0,Mumbai,
Vyom Wealth,ronak@11hadvisors.com,IN/AIF3/23-24/1391,Category III,Ahmedabad,WeVOIS,Waste Management,Series A,36.0,Jaipur,
SN Capital,,,,,WeVOIS,Waste Management,Series A,36.0,Jaipur,
Warmup Ventures,,,,,WeVOIS,Waste Management,Series A,36.0,Jaipur,
Marsshot Ventures,,,,,WeVOIS,Waste Management,Series A,36.0,Jaipur,
UHNIs,,,,,Fambo,Foodtech,Pre-Series A,21.0,Noida,
Sattva Family Office,,,,,TyrePlex,B2B Tyre Marketplace,Funding Round,20.0,New Delhi,
7th Gen Ventures,,,,,Zerocircle,Biotech - Seaweed Alternatives,Funding Round,20.0,Pune,
Trudie Styler,,,,,Zerocircle,Biotech - Seaweed Alternatives,Funding Round,20.0,Pune,
Jungle Ventures (First Cheque@Jungle),,,,,KisaanSay,Food Brand,Pre-Seed Round,2000000.0,Gurugram,
senior food industry leaders,,,,,KisaanSay,Food Brand,Pre-Seed Round,2000000.0,Gurugram,
TANSIM (Tamil Nadu Government),,,,,OrbitAID,Spacetech,Pre-Seed Round,1500000.0,Bengaluru,
Ivycap Ventures,,,,,GreenStitch,Climate Tech - Fashion,Seed Round,1200000.0,Bengaluru,
Zeca Ventures,,,,,GreenStitch,Climate Tech - Fashion,Seed Round,1200000.0,Bengaluru,
Marwah Group Family Office,,,,,ParkMate,Parking Management,Funding Round,1200000.0,Noida,
PeerCheque,,,,,Quash,AI Startup,Pre-Seed Funding,635000.0,Delhi,
DeVC (Matrix Partners),,,,,Quash,AI Startup,Pre-Seed Funding,635000.0,Delhi,
Tracxn Co-founder,,,,,Quash,AI Startup,Pre-Seed Funding,635000.0,Delhi,
Tudip Ventures,,,,,House of Chikankari,D2C Ethnic Wear,Seed Round,4.0,New Delhi,
Devc,,,,,Tractor Factory,AgriTech,Pre-Seed Round,4.0,Hoshiarpur,
Vinay Jain,,,,,Sukoon Unlimited,Agetech,Pre-Seed Round,430000.0,Bengaluru,
Manish Dureja,,,,,Sukoon Unlimited,Agetech,Pre-Seed Round,430000.0,Bengaluru,
B Capital Group,,,,,Innovaccer Inc.,Healthcare AI,Series F (Primary & Secondary),275000000.0,Bengaluru,
Banner Health,,,,,Innovaccer Inc.,Healthcare AI,Series F (Primary & Secondary),275000000.0,Bengaluru,
Danaher Ventures LLC,,,,,Innovaccer Inc.,Healthcare AI,Series F (Primary & Secondary),275000000.0,Bengaluru,
Generation Investment Management,,,,,Innovaccer Inc.,Healthcare AI,Series F (Primary & Secondary),275000000.0,Bengaluru,
Kaiser Permanente,,,,,Innovaccer Inc.,Healthcare AI,Series F (Primary & Secondary),275000000.0,Bengaluru,
M12,,,,,Innovaccer Inc.,Healthcare AI,Series F (Primary & Secondary),275000000.0,Bengaluru,
Redsprig Innovation Partners (Ritesh Agarwal’s affiliated entity),,,,,Oyo,Hospitality,Funding Round,550.0,Gurugram,
Archerman Capital,,,,,Infinity Fincorp Solutions,NBFC,Funding Round,35000000.0,Mumbai,
Magnifico,,,,,Infinity Fincorp Solutions,NBFC,Funding Round,35000000.0,Mumbai,
Stakeboat Capital,,,,,Botanic Healthcare,Nutraceutical,Equity Financing,250.0,Hyderabad,
Abakkus Four2Eight Opportunities Fund,,,,,Botanic Healthcare,Nutraceutical,Equity Financing,250.0,Hyderabad,
DS Group,,,,,Botanic Healthcare,Nutraceutical,Equity Financing,250.0,Hyderabad,
Claypond Capital (Ranjan Pai Family Office),,,,,GrayQuest,EdTech/FinTech,Series B (Equity),80.0,Mumbai,
True North’s Private Credit Fund,,,,,Vehant Technologies,Security & Surveillance,Mezzanine Round,75.0,Noida,
Z3Partners,,,,,Mintoak,SaaS,Secondary Funding,71.0,Mumbai,
Microtek Group,,,,,Emo Energy,Energy Tech,Equity Funding,6200000.0,Bengaluru,
SRK Family Office,,,,,Emo Energy,Energy Tech,Equity Funding,6200000.0,Bengaluru,
Ambis Holding US,,,,,Oben Electric,EV Manufacturing,Series A,50.0,Bengaluru,
Kuberan Ventures,,,,,Oben Electric,EV Manufacturing,Series A,50.0,Bengaluru,
Karimjee Group,,,,,Oben Electric,EV Manufacturing,Series A,50.0,Bengaluru,
Mission Vertical,,,,,Oben Electric,EV Manufacturing,Series A,50.0,Bengaluru,
Sanjeev Saraf Family Office,,,,,Oben Electric,EV Manufacturing,Series A,50.0,Bengaluru,
Pravek Kalp Family Office,,,,,Oben Electric,EV Manufacturing,Series A,50.0,Bengaluru,
Silver Needle,,,,,BrainSight AI,Deep-tech Neuroscience,Pre-Series A,5000000.0,Bengaluru,
Capricon Realty Private Limited (Thackersey Group),,,,,hBits,Commercial Real Estate,Series A,40.0,Mumbai,
Finfirst,,,,,Zoplar,Medical Equipment Procurement,Series A,3400000.0,Gurugram,
LogX,,,,,Zoplar,Medical Equipment Procurement,Series A,3400000.0,Gurugram,
AdvantEdge Founders,,,,,Moonrider,Electric Tractor Tech,Seed Round,2200000.0,Bengaluru,
Micelio Technology Fund,,,,,Moonrider,Electric Tractor Tech,Seed Round,2200000.0,Bengaluru,
Equanimity Ventures,,,,,Consint.AI,HealthTech,Funding Round,5.0,Noida,
Balmer Lawrie & Co Ltd,,,,,NapTapGo,Affordable Hospitality,Equity Funding,1.0,Noida,
Angel Investors including Saurabh Aggarwal,,,,,KIBI Sports,Sports Tech,Pre-Seed Funding,100000.0,Bengaluru,
Arpit Bhardwaj,,,,,KIBI Sports,Sports Tech,Pre-Seed Funding,100000.0,Bengaluru,
Vartika Joshi,,,,,KIBI Sports,Sports Tech,Pre-Seed Funding,100000.0,Bengaluru,
Hero Enterprise Partner Ventures,,,,,Abcoffee,Food and Agriculture > Food Service Chains,Series A,6390000.0,Maharashtra,
Deepak Gupta,,,,,Gabit,HealthTech > Fitness & Wellness Tech,Angel,3760000.0,Haryana,
Sthira Partners,,,,,TIST Media,Business Services > Photography Services,Seed,,Maharashtra,
Big Bets,,,,,Metafy,Retail > Retailers,Seed,400000.0,-,
Adani Power,,,,,JP Power Ventures,Energy > Hydro Power,Unattributed,,Delhi,
InCred Capital,,,,,VEM Technologies,Industrial Goods and Manufacturing > Manufacturing Services,PE,19200000.0,Telangana,
Anrf,,,,,EndureAir Systems,"Aerospace, Maritime and Defense Tech > Military Tech",Grant (prize money),3100000.0,Uttar Pradesh,
Hindustan Times,,,,,Damroo,Consumer > Music Tech,Seed,519000.0,Maharashtra,
Government of Canada,,,,,NTWIST,Enterprise Applications > Business Intelligence,Debt,727000.0,"Telangana, Alberta",
Advent International,,,,,Iscon Balaji Foods,Food and Agriculture > Food Processing,Series A,150000000.0,Gujarat,
HDFC Bank,,,,,Dhiway,Enterprise Applications,Grant,,Karnataka,
VideoCX,,,,,FinSpring,FinTech,Seed,,Karnataka,
Triton Investment Advisors,,,,,SCIkIQ,Enterprise Applications,Seed,1500000.0,Haryana,
Carpediem Capital,,,,,Sindhuja Microcredit,Financial Services > Microfinance,Series C,5000000.0,"Bihar, India",
Alchemy Capital Management,,,,,Wingreens World,Food & Agriculture Tech > Online Grocery,Series D,12600000.0,"Haryana, India",
Subramaniam Ganesan,,,,,Lifesigns,HealthTech > Healthcare IT,Seed,,"Tamil Nadu, India",
IndusInd Bank,,,,,Hero Realty,Real Estate & Construction,Debt,127000000.0,"Delhi, India",
StartupTN,,,,,Blunav Technologies,Travel & Hospitality Tech,Seed,1000000.0,"Tamil Nadu, India",
Sherpalo Ventures,,,,,Skyroot,Space Tech,Series C,60000000.0,"Telangana, India",
Mukesh Bansal,,,,,Skyroot,Space Tech,Series C,60000000.0,"Telangana, India",
4point0,,,,,Nowound,Life Sciences,Seed,1910000.0,"Haryana, India",
Physics Wallah,,,,,Sarrthi IAS,EdTech,Seed,,"Delhi, India",
D2C Insider,,,,,Gubbachhi,Retail,Seed,158000.0,"Karnataka, India",
Bain Capital Ventures,,,,,Pronto,Consumer Services,Series B,45000000.0,"Haryana, India",
ManchesterStory Group,,,,,XCaliber,HealthTech,Seed,6500000.0,"Massachusetts, USA / Karnataka, India",
Prospect Capital Management,,,,,Securityfiresystems,Business Services,Debt,,USA,
Naandi Ventures,,,,,Apollyon Dynamics,High Tech > Drones,Seed,421000.0,"Telangana, India",
Earthfund,,,,,Aurm,High Tech > Security & Surveillance,Series A,4420000.0,Karnataka,
SailThru Ventures,,,,,Rosier Foods,Food & Agriculture > Food & Beverage,Seed,,Delhi,
Bharat Forge,Info@1000x.co.in,IN/AIF2/25-26/1983,Category II,Kolkata,Fortuna Engineering,Auto > Auto Components,Unattributed,13600000.0,Maharashtra,
Futura Surgicare,,,,,Rivarp Medical,Healthcare > Medical Devices,Seed,,Karnataka,
State Bank of India,,,,,Sahamati,Nonprofits > Foundations,Series A,5290000.0,Karnataka,
Siguler Guff,,,,,Trimex Foods,Food & Agriculture > Food Service,PE,40000000.0,Delhi,
Cap Alpha,info@paulasset.com,IN/AIF3/24-25/1602,Category III,Kolkata,House of Chikankari,Consumer > Fashion Tech,Series A,2650000.0,Delhi,
Grand View Research,,,,,Dview,Business Intelligence,Seed,,Karnataka,
Swishin Ventures,,,,,Treefe,Consumer > Social Platforms,Seed,,Maharashtra,
Namita Thapar,,,,,Rosada,Retail > Mom & Baby Care,Angel,45900.0,West Bengal,
dao5,,,,,Cluster Protocol,High Tech > AI Infrastructure,Series A,5000000.0,Delhi,
Ritesh Agarwal,,,,,Awsum,Food and Agriculture > Food & Beverage Products,Angel,53300.0,Uttar Pradesh,
ICMG Group,,,,,Grest,Retail > Consumer Electronics E-Commerce,Seed,,Haryana,
LC Nueva AIF,,,,,Alaya,Consumer > Fashion Tech,Seed,,Delhi,
Mohit Yadav,,,,,RehabVeda,Life Sciences > Neurology,Angel,53400.0,Gujarat,
